0,1,2,3,4,5,TrainOrVal,Partition_ID
FeTS2022_01389,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01389/FeTS2022_01389_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01389/FeTS2022_01389_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01389/FeTS2022_01389_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01389/FeTS2022_01389_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01389/FeTS2022_01389_seg.nii.gz,train,1
FeTS2022_00314,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00314/FeTS2022_00314_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00314/FeTS2022_00314_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00314/FeTS2022_00314_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00314/FeTS2022_00314_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00314/FeTS2022_00314_seg.nii.gz,train,1
FeTS2022_00403,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00403/FeTS2022_00403_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00403/FeTS2022_00403_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00403/FeTS2022_00403_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00403/FeTS2022_00403_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00403/FeTS2022_00403_seg.nii.gz,train,1
FeTS2022_00341,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00341/FeTS2022_00341_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00341/FeTS2022_00341_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00341/FeTS2022_00341_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00341/FeTS2022_00341_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00341/FeTS2022_00341_seg.nii.gz,train,1
FeTS2022_00219,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00219/FeTS2022_00219_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00219/FeTS2022_00219_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00219/FeTS2022_00219_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00219/FeTS2022_00219_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00219/FeTS2022_00219_seg.nii.gz,train,1
FeTS2022_01350,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01350/FeTS2022_01350_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01350/FeTS2022_01350_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01350/FeTS2022_01350_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01350/FeTS2022_01350_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01350/FeTS2022_01350_seg.nii.gz,train,1
FeTS2022_00155,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00155/FeTS2022_00155_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00155/FeTS2022_00155_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00155/FeTS2022_00155_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00155/FeTS2022_00155_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00155/FeTS2022_00155_seg.nii.gz,train,1
FeTS2022_00298,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00298/FeTS2022_00298_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00298/FeTS2022_00298_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00298/FeTS2022_00298_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00298/FeTS2022_00298_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00298/FeTS2022_00298_seg.nii.gz,train,1
FeTS2022_00431,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00431/FeTS2022_00431_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00431/FeTS2022_00431_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00431/FeTS2022_00431_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00431/FeTS2022_00431_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00431/FeTS2022_00431_seg.nii.gz,train,1
FeTS2022_01349,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01349/FeTS2022_01349_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01349/FeTS2022_01349_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01349/FeTS2022_01349_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01349/FeTS2022_01349_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01349/FeTS2022_01349_seg.nii.gz,train,1
FeTS2022_00206,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00206/FeTS2022_00206_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00206/FeTS2022_00206_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00206/FeTS2022_00206_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00206/FeTS2022_00206_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00206/FeTS2022_00206_seg.nii.gz,train,1
FeTS2022_01064,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01064/FeTS2022_01064_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01064/FeTS2022_01064_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01064/FeTS2022_01064_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01064/FeTS2022_01064_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01064/FeTS2022_01064_seg.nii.gz,train,1
FeTS2022_01132,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01132/FeTS2022_01132_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01132/FeTS2022_01132_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01132/FeTS2022_01132_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01132/FeTS2022_01132_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01132/FeTS2022_01132_seg.nii.gz,train,1
FeTS2022_01077,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01077/FeTS2022_01077_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01077/FeTS2022_01077_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01077/FeTS2022_01077_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01077/FeTS2022_01077_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01077/FeTS2022_01077_seg.nii.gz,train,1
FeTS2022_01039,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01039/FeTS2022_01039_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01039/FeTS2022_01039_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01039/FeTS2022_01039_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01039/FeTS2022_01039_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01039/FeTS2022_01039_seg.nii.gz,train,1
FeTS2022_01234,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01234/FeTS2022_01234_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01234/FeTS2022_01234_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01234/FeTS2022_01234_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01234/FeTS2022_01234_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01234/FeTS2022_01234_seg.nii.gz,train,1
FeTS2022_01133,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01133/FeTS2022_01133_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01133/FeTS2022_01133_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01133/FeTS2022_01133_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01133/FeTS2022_01133_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01133/FeTS2022_01133_seg.nii.gz,train,1
FeTS2022_00387,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00387/FeTS2022_00387_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00387/FeTS2022_00387_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00387/FeTS2022_00387_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00387/FeTS2022_00387_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00387/FeTS2022_00387_seg.nii.gz,train,1
FeTS2022_00316,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00316/FeTS2022_00316_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00316/FeTS2022_00316_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00316/FeTS2022_00316_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00316/FeTS2022_00316_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00316/FeTS2022_00316_seg.nii.gz,train,1
FeTS2022_01301,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01301/FeTS2022_01301_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01301/FeTS2022_01301_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01301/FeTS2022_01301_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01301/FeTS2022_01301_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01301/FeTS2022_01301_seg.nii.gz,train,1
FeTS2022_01240,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01240/FeTS2022_01240_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01240/FeTS2022_01240_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01240/FeTS2022_01240_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01240/FeTS2022_01240_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01240/FeTS2022_01240_seg.nii.gz,train,1
FeTS2022_01119,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01119/FeTS2022_01119_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01119/FeTS2022_01119_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01119/FeTS2022_01119_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01119/FeTS2022_01119_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01119/FeTS2022_01119_seg.nii.gz,train,1
FeTS2022_00236,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00236/FeTS2022_00236_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00236/FeTS2022_00236_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00236/FeTS2022_00236_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00236/FeTS2022_00236_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00236/FeTS2022_00236_seg.nii.gz,train,1
FeTS2022_00344,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00344/FeTS2022_00344_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00344/FeTS2022_00344_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00344/FeTS2022_00344_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00344/FeTS2022_00344_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00344/FeTS2022_00344_seg.nii.gz,train,1
FeTS2022_01068,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01068/FeTS2022_01068_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01068/FeTS2022_01068_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01068/FeTS2022_01068_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01068/FeTS2022_01068_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01068/FeTS2022_01068_seg.nii.gz,train,1
FeTS2022_00220,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00220/FeTS2022_00220_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00220/FeTS2022_00220_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00220/FeTS2022_00220_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00220/FeTS2022_00220_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00220/FeTS2022_00220_seg.nii.gz,train,1
FeTS2022_00376,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00376/FeTS2022_00376_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00376/FeTS2022_00376_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00376/FeTS2022_00376_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00376/FeTS2022_00376_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00376/FeTS2022_00376_seg.nii.gz,train,1
FeTS2022_00170,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00170/FeTS2022_00170_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00170/FeTS2022_00170_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00170/FeTS2022_00170_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00170/FeTS2022_00170_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00170/FeTS2022_00170_seg.nii.gz,train,1
FeTS2022_01108,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01108/FeTS2022_01108_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01108/FeTS2022_01108_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01108/FeTS2022_01108_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01108/FeTS2022_01108_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01108/FeTS2022_01108_seg.nii.gz,train,1
FeTS2022_00373,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00373/FeTS2022_00373_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00373/FeTS2022_00373_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00373/FeTS2022_00373_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00373/FeTS2022_00373_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00373/FeTS2022_00373_seg.nii.gz,train,1
FeTS2022_01341,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01341/FeTS2022_01341_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01341/FeTS2022_01341_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01341/FeTS2022_01341_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01341/FeTS2022_01341_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01341/FeTS2022_01341_seg.nii.gz,train,1
FeTS2022_00293,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00293/FeTS2022_00293_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00293/FeTS2022_00293_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00293/FeTS2022_00293_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00293/FeTS2022_00293_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00293/FeTS2022_00293_seg.nii.gz,train,1
FeTS2022_00389,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00389/FeTS2022_00389_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00389/FeTS2022_00389_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00389/FeTS2022_00389_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00389/FeTS2022_00389_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00389/FeTS2022_00389_seg.nii.gz,train,1
FeTS2022_01249,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01249/FeTS2022_01249_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01249/FeTS2022_01249_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01249/FeTS2022_01249_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01249/FeTS2022_01249_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01249/FeTS2022_01249_seg.nii.gz,train,1
FeTS2022_01318,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01318/FeTS2022_01318_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01318/FeTS2022_01318_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01318/FeTS2022_01318_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01318/FeTS2022_01318_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01318/FeTS2022_01318_seg.nii.gz,train,1
FeTS2022_01405,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01405/FeTS2022_01405_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01405/FeTS2022_01405_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01405/FeTS2022_01405_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01405/FeTS2022_01405_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01405/FeTS2022_01405_seg.nii.gz,train,1
FeTS2022_01224,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01224/FeTS2022_01224_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01224/FeTS2022_01224_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01224/FeTS2022_01224_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01224/FeTS2022_01224_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01224/FeTS2022_01224_seg.nii.gz,train,1
FeTS2022_01327,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01327/FeTS2022_01327_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01327/FeTS2022_01327_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01327/FeTS2022_01327_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01327/FeTS2022_01327_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_01327/FeTS2022_01327_seg.nii.gz,train,1
FeTS2022_00390,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00390/FeTS2022_00390_t1.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00390/FeTS2022_00390_t2.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00390/FeTS2022_00390_flair.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00390/FeTS2022_00390_t1ce.nii.gz,/home/wang_yuan/fets2022/Data/TrainingData/FeTS2022_00390/FeTS2022_00390_seg.nii.gz,train,1
